course_code,course_name,credits,theory_hours
470466,Quản trị tài chính trong chuỗi cung ứng,2,15
470467,Logistics trong thương mại điện tử,2,15
470468,Truyền thông trong kinh doanh quốc tế,2,15
470469,Quản trị chuỗi cung ứng lạnh,2,15
470470,Quản  trị chiến lược chuỗi cung ứng,3,30
470471,FIATA-MODULE 1: FRIGHT LOGISTICS OPERATION,4,15
470472,FIATA-MODULE 2: SEA TRANSPORT MANAGEMENT,3,0
470473,FIATA-MODULE 3: Air Transport Management,4,0
470474,FIATA-MODULE 4: Multimodal Transport Management,4,0
470475,Tài chính toàn diện,2,15
470476,Anh văn chuyên ngành quản trị tài chính,3,0
470477,Quản lý năng suất và chất lượng,3,0
470478,Kế toán công nâng cao,3,15
470479,Thực hành ghi sổ kế toán công,2,0
470480,Thực hành phần mềm kế toán công,2,0
470481,Thực hành phần mềm kế toán doanh nghiệp,3,0
470482,Tiếng Anh chuyên ngành Quản trị Marketing,3,0
470483,Trách nhiệm xã hội của tổ chức,2,0
470484,Thực hành ERP Kế toán quản trị,1,0
470485,Thực hành phần mềm kế toán công,3,0
470486,Thực hành ghi sổ kế toán doanh nghiệp,2,0
470487,Thực tập cuối khóa,5,0
470488,Nhập môn ngành Kế toán,2,15
470489,Quản trị Logistics và chuỗi cung ứng,2,15
470490,Thực hành ERP Quản trị Logistics và chuỗi cung ứng,1,0
470491,Pháp luật thương mại điện tử,2,15
470492,Hệ thống hoạch định nguồn lực doanh nghiệp,2,30
470493,Thực hành ERP Quản trị tài chính,1,0
470494,Thực hành ERP quản lý năng suất và chất lượng,1,0
470495,Thực tế doanh nghiệp,2,0
470496,Tiếng Anh trong kinh doanh,3,30
470497,Thực hành ERP quản trị sản xuất,1,0
470498,Thực hành ERP quản trị nguồn nhân lực,1,0
470499,Nghiên cứu Marketing,3,30
470500,Thực hành ERP Quản trị chuỗi cung ứng và logistics,1,0
470501,Thực hành ERP quản trị bán hàng,1,0
470502,Thực hành ERP quản trị doanh nghiệp,1,0
470503,Nhập môn Kinh tế,2,15
480000,Pháp luật,2,0
480001,Pháp luật,1,0
480002,Luật HN và GD chuyên sâu,2,0
480003,Kỹ năng tiếp cận nghề nghiệp,2,0
480004,Tư pháp quốc tế,4,0
480005,"Hòa giải, tuyên truyền PL",1,0
48001,Luật Lao Động,5,0
48002,Nghiên Cứu Và Viết Báo Cáo,4,0
48003,Luật Hôn Nhân Và Gia Đình,4,60
48004,Luật Dân Sự,5,0
480040,Lý luận chung về nhà nước,2,30
480041,Thực tập tốt nghiệp (QVP),3,0
480042,Khoá luận tốt nghiệp (QVP),5,0
48005,Luật Hình Sự,5,0
48006,Luật Hiến Pháp,3,0
48007,Luật Lao Động,3,45
48008,Luật Thương Mại,5,0
48009,Luật Tố Tụng Hình Sự,4,0
48010,Văn Thư Lưu Trữ,3,0
48011,Luật Tố Tụng Dân Sự,4,0
48012,Luật Ngân Hàng,2,0
48013,Luật Tài Chính,3,0
48014,Chuyên Đề Rèn Luyện Kỹ Năng 1,8,0
48015,Quản Lý Hộ Tịch,2,0
48016,Công Chứng Và Chứng Thực,2,0
48017,Thanh Tra Khiếu Tố,2,30
48018,Tuyên Truyền Pháp Luật,2,30
48019,Luật Môi Trường,3,0
48020,Chuyên Đề Rèn Luyện Kỹ Năng 2,4,0
48021,Công Tác Hòa Giải,2,0
48022,Thẩm Quyền THA Dân Sự Cấp Xã,2,30
48023,Văn Thư Lưu Trữ,2,0
48024,Tổng quan du lịch,2,0
48025,Lý Thuyết Nghiệp Vụ Bàn,3,0
48026,Nguyên Tắc Chất Lượng Vệ Sinh,2,0
48027,Tổng Quan Cơ Sở Lưu Trú DL,2,0
48028,Kỹ Năng Giao Tiếp Trong DL,3,0
48029,Thực Hành Nghiệp Vụ Bàn,2,0
48030,Lý Thuyết Nghiệp Vụ Buồng,2,0
48031,Marketing Du Lịch,3,0
48032,Luật Đất Đai,3,0
48033,Chuyên Đề Rèn Luyện Kỹ Năng,0,0
48034,Văn Thư Lưu Trữ,4,45
48035,Lễ Tân Văn Phòng,2,0
48036,Kế Toán Văn Phòng,3,0
48037,Nghi Thức Nhà Nước,3,0
48038,Kỹ Năng Cuối Khóa,2,0
48039,Chuyên Đề Giáo Dục Pháp Luật,1,0
48040,Chuyên Đề Rèn Luyện Kỹ Năng 2,2,0
48041,Kinh Tế Vi Mô,2,0
48042,Kế Toán Tài Chính Tổng Hợp,6,0
48043,Pháp Luật Đại Cương,1,30
48044,Giáo Dục Pháp Luật,2,0
48045,Kế Toán Tài Chính Nâng Cao,4,0
48046,Thực Hành Kế Toán Tổng Hợp,3,0
48047,Kế Toán Quốc Tế (KT Mỹ),3,45
48048,Tín Dụng Ngân Hàng,3,0
48049,Thực Hành Kế Toán Nâng Cao,3,15
48050,Kiểm Toán Căn Bản,4,0
48051,CĐ Về Báo Cáo Thuế,2,0
48052,Kế Toán Ngân Hàng,2,0
48053,Tài Chính Doanh Nghiệp,3,0
48054,CĐ An Toàn Và Bảo Hộ LĐ,1,15
48055,Tin Học ứng Dụng Trong KD,3,0
48056,CĐ Khởi Sự Doanh Nghiệp,1,0
48057,Tin Học UD Trong Kinh Doanh,1,0
48058,Đàm Phán Trong Kinh Doanh,2,15
48059,Lý Thuyết Tài Chính 2,2,30
48060,Lý Thuyết Tiền Tệ Tín Dụng,2,30
48061,Lý Thuyết Kế Toán,4,0
48062,Lý Thuyết Thống Kê 2,2,0
48063,Kế Toán Doanh Nghiệp,10,0
48064,Tin Học ứng Dụng Trong KD,1,0
48065,Tín Dụng Ngân Hàng,2,0
48066,Kế Toán Tài Chính,3,45
48067,Chuyên Đề Tin Học ƯD Trong KD,1,0
48068,Chuyên đề UDKNTCLD Khoa Học,1,0
48069,Chuyên đề UDLT Ra Quyết định,1,0
48070,Chuyên đề UDPMQL Nhân Sự,1,0
48071,Chuyên đề An Toàn Và BH Lđộng,1,0
48072,Chuyên đề NLTBC Toàn Cầu,1,0
48073,Chuyên đề UDKNHL & DT Nguồn NL,1,0
48074,Chuyên đề HDCL Nguồn NL,1,0
48075,Chuyên đề DGNLTH CV Của NV,1,0
48076,Toán Tài Chính,3,0
48077,CĐ TH PT BCTC&TĐ Sức Khỏe DN,2,0
48078,Nghiệp Vụ Ngân Hàng,3,0
48079,CĐ Kế Toán NS & KT Kho Bạc,1,0
48080,Thiết Lập & Thẩm Định DAĐT,2,15
48081,Kế toán Ngân hàng,3,0
48082,Kế toán Mỹ,3,0
48083,Tài chính doanh nghiệp,3,0
48084,Thực Tập Nghề Nghiệp (TCN),4,0
48085,Thực Tập Tốt Nghiệp (TCN),13,0
48086,Thực Tập Thực Tế (TCN),10,0
48087,Giáo Dục Thể Chất,2,30
48088,Giáo Dục Quốc Phòng,3,0
48089,CĐ Kế Toán - TC - Ngân Hàng,1,0
48090,Marketing căn bản,3,0
48091,Luật Lao Động,2,0
48092,Kế toán ngân hàng,2,0
48093,Tổ chức sự kiện,3,0
48094,Marketing du lịch,3,0
48095,Phong tục tập quán và LH VN,3,30
48096,Tâm lý du khách,2,0
48097,Anh văn chuyên ngành nhà hàng,3,0
48098,Anh văn chuyên ngành kháchsạn,3,15
48099,Anh văn chuyên ngành du lịch,3,0
48100,Nghiệp vụ buồng,4,30
48101,Nghiệp vụ lễ tân,3,0
48102,Nghiệp vụ hướng dẫn du lịch,4,0
48103,Nghiệp vụ nhà hàng,4,0
48104,Tuyến điểm du lịch,3,0
48105,Thủ tục xuất nhập cảnh,2,0
48106,Kế toán du lịch,2,15
48107,Kinh doanh nhà hàng-khách sạn,3,0
48108,Pha chế,3,0
48109,Thực phẩm và chế biến TP,4,0
48110,Thực tập nghề nghiệp(QVP),6,0
48111,Thực tập tốt nghiệp (QVP),12,0
51000,Triết Học Mác-Lênin,6,0
52000,Kinh Tế Chính Trị Mác-Lênin,8,0
53000,Lịch Sử Đảng Cộng Sản Việt Nam,4,0
54000,Chủ Nghĩa Xã Hội Khoa Học,4,0
54001,Tư Tưởng Hồ Chí Minh,3,0
54002,Kinh Tế Chính Trị,7,0
55555,TH Điện Lạnh,3,0
55556,TH Quấn Dây Máy Điện 2,6,0
62000,Môi Trường & Con Người,3,36
620000,Giải phẫu sinh lý trẻ em,2,0
620001,Giáo dục học mầm non,3,30
620002,Tâm lý học mầm non,3,0
620003,Dinh dưỡng (MN),3,0
620004,Âm nhạc và múa,3,0
620005,Kiến tập sư phạm,1,0
620006,Tạo hình  - PPDH,5,15
620007,Vệ sinh phòng bệnh,2,0
620008,Xã hội học đại cương,2,0
620009,Sự PT thể chất TE lứa tuổi MN,2,30
62001,PPGD Âm Nhạc & Mỹ Thuật,6,0
620010,Sự học và sựPTTL trẻ em LTMN,4,30
620011,Đại cương mĩ học,2,0
620012,Văn học thiếu nhi và đọc kể diễn cảm,2,15
620013,Tâm bệnh học,2,15
620014,Mỹ thuật,3,15
620015,Vệ sinh - Dinh dưỡng,2,0
620016,Dẫn luận ngôn ngữ học,2,0
620017,Giáo dục học đại cương,2,15
620018,Tiếng Khmer giao tiếp,3,0
620019,Sinh lý trẻ em,2,0
62002,QLHC Nhà Nước & QL Ngành,2,0
620020,Tâm lý học trẻ em 1,2,0
620021,Ngữ âm Tiếng Việt,2,30
620022,Lịch sử văn hoá GD Việt Nam,2,0
620023,Âm nhạc,2,0
620024,Khiêu vũ,2,0
620025,Tâm lý học trẻ em 2,2,0
620026,Giáo dục học mầm non 1,2,15
620027,Văn học dân gian Việt Nam,2,15
620028,Toán cơ sở,3,0
620029,Vệ sinh trẻ em,2,0
62003,Nghề Giáo Viên Mầm Non,2,0
620030,Lịch sử giáo dục mầm non,2,30
620031,Giáo dục học mầm non 2,2,0
620032,TC các HĐ theo hướng tích hợp,2,0
620033,Dinh dưỡng trẻ em,2,15
620034,Lý luận và PP GDTC cho trẻ em,3,0
620035,LLvàPPHD trẻ làm quen với MTXQ,3,0
620036,Kiến tập,1,0
620037,Tâm lý học trẻ em,4,30
620038,Mĩ học đại cương,2,15
620039,Vệ sinh trẻ em,2,15
62004,Chương Trình Giáo Dục Mầm Non,2,30
620040,Giao tiếp SP ở trường mầm non,2,0
620041,Văn học trẻ em,2,15
620042,Toán cơ sở,2,15
620043,Tâm bệnh học trẻ em,2,0
620044,Chương trình giáo dục mầm non,2,0
620045,Tổ chức các HĐ theo hướng TH,2,30
620046,LL&PP hình thành BTTHSĐ cho TE,3,0
620047,Tổ chức HĐ vui chơi cho trẻ,2,0
620048,LL&PP HD trẻ làm quen với MTXQ,3,0
620049,LL&PP tổ chức HĐ AN cho trẻ em,3,0
62005,Tổ Chức Hoạt Động Âm Nhạc,3,0
620050,LL&PP phát triển NN cho trẻ,3,0
620051,LL&PP tổ chức HĐ TH cho TE,3,0
620052,Thực tập sư phạm 1,4,0
620053,Đánh giá trong GD mầm non,2,15
620054,PP cho trẻ làm quen với VHTN,3,0
620055,Bệnh học trẻ em,3,0
620056,Phòng bệnh&đảm bảo AT cho trẻ,2,30
620057,Giáo dục gia đình,2,30
620058,Ứng dụng CNTT trong GD mầm non,1,0
620059,Nghề giáo viên mầm non,2,0
62006,PP Làm Quen Văn Học,3,0
620060,PP dạy múa ở trường mầm non,3,15
620061,Quản lý giáo dục mầm non,2,30
620062,PT&TC thực hiện CTGD MN,3,0
620063,Khoá luận tốt nghiệp (MN),7,0
620064,Giáo dục môi trường trong trường mầm non,2,30
620065,Trò chơi dân gian cho trẻ,2,0
620066,Tâm lý học xã hội,3,0
620067,PT và TC thực hiện CT mầm non,2,0
620068,QL trong giáo dục mầm non,2,0
620069,Thực tập tốt nghiệp (MN),4,0
62007,PP Giáo Dục Thể Chất,3,0
620070,Khoá luận tốt nghiệp (MN),5,0
620071,Tâm bệnh học trẻ em,3,0
620072,Giáo dục MT trong trường MN,2,0
620073,Mỹ thuật,4,0
620074,Giao tiếp sư phạm ở trường MN,2,0
620075,LL và PP tổ chức HĐTH cho TE,4,0
620076,Mỹ thuật (nâng cao),2,0
620077,LL & PP PT ngôn ngữ cho trẻ,2,0
620078,Toán cơ sở (nâng cao),2,15
620079,LL&PP Tổ chức HĐÂN cho TE,2,15
62008,PT & Tổ Chức Thực Hiện CTMN,4,45
620080,LL&PP Tổ chức HĐTH cho TE,2,0
620081,LL&PP cho trẻ LQBTTHSĐ cho TE,2,0
620082,Giáo dục học mầm non 2,2,0
620083,Tiếng Khmer giao tiếp,2,15
620084,Giáo dục học mầm non,4,0
620085,PP HD trẻ làm quen với MTXQ,3,0
620086,PP TC HĐ tạo hình cho trẻ,3,0
620087,PP TC HĐ âm nhạc cho trẻ em,3,0
620088,PP PT ngôn ngữ cho trẻ em,3,0
620089,Toán và PP HT BT BĐ về toán,3,0
62009,Đánh Giá Trong GD Mầm Non,3,30
620090,PT & TC TH CT GD mầm non,2,0
620091,Thực hành sư phạm,6,0
620092,PP GDTC cho trẻ em,3,0
620093,Thực tập thi tốt nghiệp,9,0
620094,LL&PP phát triển NN cho trẻ em,3,0
620095,Đánh giá trong giáo dục mầm non,2,0
620096,Phát triển và tổ chức thực hiện chương trình GDMN,2,0
620097,Lý luận và phương pháp giáo dục thể chất cho trẻ em,3,0
620098,Lý luận và phương pháp hình thành biểu tượng toán học sơ đẳng cho trẻ mầm non,3,30
620099,Vệ sinh - phòng bệnh và đảm bảo an toàn cho trẻ,3,0
62010,CNTT & UDCNTT Trong GDMN,3,0
620100,Nghề giáo viên mầm non,2,15
620101,Bệnh học trẻ em,2,0
620102,Tâm lý học trẻ em,3,0
620103,Mĩ thuật,3,0
620104,Toán và PP HT BT toán học sơ đẳng cho trẻ mầm non,3,30
620105,Thực tập sư phạm 1,3,0
620106,Vệ sinh - phòng bệnh và đảm bảo an toàn,3,0
620107,Phát triển và tổ chức thực hiện chương trình GDMN,3,45
620108,Tâm lý học trẻ em,4,0
620109,Đánh giá trong giáo dục mầm non,2,15
62011,Cơ Sở Văn Hóa Việt Nam,2,30
620110,Tâm lý học xã hội,2,15
620111,LL&PP phát triển ngôn ngữ cho trẻ em,3,0
620113,Giáo dục học mầm non,3,15
620114,Lý luận và phương pháp phát triển ngôn ngữ cho trẻ em,3,0
620115,Lý luận và phương pháp tổ chức hoạt động tạo hình cho trẻ em,3,0
620116,Tâm lý học trẻ em lứa tuổi mầm non,3,15
620117,Tâm bệnh học trẻ em lứa tuổi mầm non,2,0
620118,Phương pháp cho trẻ làm quen với tác phẩm văn học,2,0
620119,Phương pháp giáo dục thể chất cho trẻ mầm non,2,15
62012,PP NCKH Giáo Dục,2,0
620120,Vệ sinh - phòng bệnh và đảm bảo an toàn cho trẻ,2,0
620121,Phương pháp phát triển ngôn ngữ cho trẻ mầm non,2,0
620122,Phương pháp tổ chức hoạt động âm nhạc cho trẻ mầm non,2,0
620123,Phương pháp nghiên cứu khoa học giáo dục mầm non,2,15
620124,Giáo dục hòa nhập ở trường mầm non,2,0
620125,Phương pháp dạy múa ở trường mầm non,3,0
620126,Phương pháp tổ chức hoạt động tạo hình cho trẻ mầm non,2,0
620127,Lịch sử văn hóa giáo dục Việt Nam,2,0
620128,Lý luận và phương pháp tổ chức hoạt động tạo hình cho trẻ mầm non,3,0
620129,Giáo dục tích hợp ở bậc học mầm non,2,30
62013,Thực Tập Cuối Khóa,9,0
620130,Giáo dục và phương pháp phát triển ngôn ngữ cho trẻ mầm non,3,30
620131,Lý luận và phương pháp tổ chức hoạt động âm nhạc cho trẻ mầm non,3,0
620132,Phương pháp cho trẻ làm quen với tác phẩm văn học,3,30
620134,Lý luận và phương pháp hướng dẫn trẻ làm quen với môi trường xung quanh,3,0
620135,Lý luận và phương pháp giáo dục thể chất cho trẻ mầm non,3,30
620136,Giáo dục kỹ năng sống cho trẻ mầm non,2,0
620137,Lý luận và phương pháp phát triển ngôn ngữ cho trẻ mầm non,3,30
620138,Giáo dục kỹ năng sống cho trẻ mầm non,2,15
620139,Tiếng việt mầm non,2,15
62014,Giáo Dục Dinh Dưỡng,3,0
620140,Sinh lý trẻ em lứa tuổi mầm non,2,0
620141,Dinh dưỡng trẻ mầm non,2,0
620142,Lịch sử giáo dục mầm non,2,0
620143,Giao tiếp sư phạm mầm non,2,15
620144,Phát triển và tổ chức thực hiện chương trình giáo dục mầm non,2,0
620145,Âm nhạc mầm non,3,15
620146,Ứng dụng công nghệ thông tin trong giáo dục mầm non,1,0
620147,Phương pháp cho trẻ mầm non khám phá khoa học về môi trường xung quanh,2,0
620148,Tâm lí học gia đình và giáo dục gia đình,2,0
620149,Tổ chức hoạt động vui chơi cho trẻ mầm non,2,15
62015,Sự PT TL Trẻ Em Lứa Tuổi MN,7,0
620150,Vệ sinh - Phòng bệnh và đảm bảo an toàn cho trẻ mầm non,2,0
620151,Tâm bệnh học trẻ em và giáo dục hòa nhập ở trường mầm non,2,15
620152,Phương pháp dạy múa ở trường mầm non,3,0
620153,Cơ sở văn hóa Việt Nam tiểu học,2,0
620154,Lý luận và phương pháp cho trẻ mầm non khám phá khoa học về môi trường xung quanh,3,30
620155,Lý luận dạy học mầm non hiện đại,2,15
620156,Vệ sinh - Phòng bệnh và đảm bảo an toàn cho trẻ mầm non,2,0
620157,Lý luận và phương pháp tổ chức hoạt động âm nhạc cho trẻ mầm non,3,30
620158,Lý luận và phương pháp tổ chức hoạt động tạo hình cho trẻ mầm non,3,30
620159,Trò chơi dân gian cho trẻ mầm non,2,15
62016,Sự PT TC Trẻ Em Lứa Tuổi MN,3,40
620160,Phương pháp cho trẻ mẫu giáo làm quen với tiếng Anh,2,15
620161,Phương pháp dạy múa và dàn dựng chương trình văn nghệ ở trường mầm non,2,0
620162,Các mô hình giáo dục mầm non trên thế giới,3,45
620163,Tâm lý học và giáo dục học đại cương,3,0
620164,Sự phát triển thể chất trẻ em lứa tuổi mầm non,2,0
620165,Tâm lý học trẻ em lứa tuổi mầm non,3,0
620166,Phát triển chương trình giáo dục mầm non,3,30
620167,Đàn phím điện tử,2,15
620168,Dinh dưỡng trẻ em và vệ sinh an toàn thực phẩm,2,15
620169,Phòng bệnh và đảm bảo an toàn cho trẻ mầm non,2,30
62017,Mỹ Thuật,4,0
620170,Chăm sóc sức khỏe và vệ sinh cho trẻ mầm non,2,15
620171,Phát triển vốn từ tiếng anh theo chủ đề,2,15
620172,Ứng dụng STEAM trong tổ chức thực hiện chương trình giáo dục mầm non,2,15
620173,Phương pháp dạy múa và dàn dựng chương trình văn nghệ ở trường mầm non,2,15
620174,Trò chơi học tập nhằm phát triển tiếng Anh cho trẻ mầm non,2,15
620175,Quản lý hành chính nhà nước và Quản lý giáo dục đào tạo,2,30
620176,Hình thành kỹ năng tiền đọc viết cho trẻ mầm non,2,15
620177,Các dự án STEAM trong giáo dục mầm non,3,30
62018,Giáo Dục Hòa Nhập,3,0
62019,PP Phát Triển Ngôn Ngữ,4,0
62020,Đánh Giá Trong GDMN,3,0
62021,Thực Hành Sư Phạm,4,0
62022,Ngoại Ngữ,10,0
62023,PP Làm Quen Với Toán,3,0
62024,Phòng Bệnh & Đảm Bảo An Toàn,3,0
62025,Vệ Sinh-Dinh Dưỡng,3,0
62026,Thực Tập Sư Phạm,4,0
62027,Xã Hội Học,3,30
62028,Tiếp Cận Trọn Vẹn Trong PT NN,3,30
62029,Sinh Lý Học Lứa Tuổi Tiểu Học,2,30
62030,Tâm Lý Học Đại Cương,2,15
62031,TLH Lứa Tuổi Tiểu Học & TLHSP,3,0
62032,Văn Học,3,0
62033,Cơ Sở LT Tập Hợp & Logic Toán,2,0
62034,Các Tập Hợp Số,2,15
62035,Thủ Công-Kỹ Thuật,2,0
62036,Giáo Dục Học Đại Cương,2,0
62037,Xã Hội Học,2,30
62038,Tiếng Việt Thực Hành,2,0
62039,Sự PT Thể Chất Trẻ Em LTMN,2,0
62040,Môi Trường & Con Người,2,0
62041,Giáo dục chính trị,5,0
62042,Giải Phẩu Sinh Lý Trẻ Em,2,0
62043,Tin Học Đại Cương,4,0
62044,Dinh Dưỡng,3,0
62045,PP Dạy Học Đạo Đức,4,0
620455,Lý luận dạy học mầm non,2,0
620456,Lý luận dạy học mầm non hiện đại ,2,0
620457,Giáo dục giá trị sống và kỹ năng sống cho trẻ mầm non,2,15
620458,Các mô hình giáo dục mầm non trên thế giới,3,0
62046,PP Dạy Học Tự Nhiên-Xã Hội,5,0
62047,PP Công Tác Đội,6,0
62048,Âm Nhạc,9,0
62049,Mĩ Thuật,9,135
62050,PP Phát Triển Lời Nói Cho Trẻ,8,0
62051,PP Giáo Dục Âm Nhạc,16,0
62052,PPHD Trẻ Làm Quen Với MTXQ,7,0
62053,Xác Xuất Thống Kê,2,0
62054,Giải Toán ở Tiểu Học,3,0
62055,Tiếng Việt,4,0
62056,Giáo Dục Môi Trường ở Tiểu Học,2,21
62057,Lý Luận Dạy Học ở Tiểu Học,2,0
62058,Lý Luận Giáo Dục ở Tiểu Học,2,24
62059,PP Dạy Học Toán ở Tiểu Học,4,30
62060,KT&ĐG Kết Quả Giáo Dục ở TH,2,0
62061,PP Dạy Tiếng Việt ở Tiểu Học,3,20
62062,TH TC Các HĐGD Ngoài Giờ LL,2,0
62063,Rèn Luyện NVSPTX,2,0
62064,Giáo Dục Thể Chất,3,0
62065,PP Dạy Học Toán 1 ở Tiểu Học,2,0
62066,Giáo Dục Học Đại Cương,3,45
62067,Sự Học & PT Tâm Lý Trẻ Em LTMN,7,105
62068,Giáo Dục Học Gia Đình,2,0
62069,Tổ Chức Hoạt Động Vui Chơi,4,0
62070,PP Khám Phá KH & MTXQ,4,0
62071,Lịch Sử GD Học Mầm Non,2,0
62072,Âm Nhạc Và Múa,4,0
62073,Sự PT Thể Chất Trẻ EM LT MN,3,45
62074,Giáo Dục Học Mầm Non,4,0
62075,Tổ Chức Hoạt Động Tạo Hình,3,45
62076,Đại Cương Mỹ Học,3,0
62077,Tâm Lý Học LT & TL Học SP,2,0
62078,Văn Học Thiếu Nhi & Đọc Kể DC,2,0
62079,Chính Trị - Đạo Đức,8,0
62080,Lịch Sử,5,0
62081,Sinh Học,6,0
62082,Thể Dục,5,0
62083,Tâm Lý Học,9,140
62084,Giáo Dục Học,10,0
62085,Giải Phẩu Sinh Lý,5,0
62086,Toán,9,0
62087,Dinh Dưỡng,6,0
62088,Vệ Sinh Phòng Bệnh,7,0
62089,PPHT Biểu Tượng Toán,6,0
62090,TV-RKNTV,7,0
62091,PP Giáo Dục Thể Chất,5,0
62092,Âm Nhạc,2,0
62093,PP Cho Trẻ Làm Quen Với VH,6,0
62094,PPPTLN Cho Trẻ,8,0
62095,PPDH Trẻ Làm Quen Với MTXQ,7,110
62096,Môi Trường Xung Quanh,3,0
62097,Anh Văn,7,0
62098,Vật Lý,11,0
62099,Văn Học,11,160
62100,PP Giáo Dục Âm Nhạc,0,0
62101,Tạo Hình &PPHD Hoạt Động TH,18,0
62102,PPGD Âm Nhạc & Mỹ Thuật,6,0
62103,Quản Lý Trong Giáo Dục Mầm Non,3,0
62104,Lịch Sử Văn Minh Nhân Loại,3,0
62105,Sinh (tốt nghiệp),0,0
62106,Lý (tốt nghiệp),0,0
62107,Sử (tốt nghiệp),0,0
62108,Sinh lí trẻ em,2,0
62109,Mĩ thuật,3,15
62110,Âm nhạc và múa,3,0
62111,Tâm lý học trẻ em,4,0
62112,Giáo dục học mầm non,4,0
62113,Văn học trẻ em,2,15
62114,Vệ sinh trẻ em,2,0
62115,Dinh dưỡng trẻ em,2,0
62116,PP HD trẻ làm quen với MTXQ,3,0
62117,TC HD vui chơi cho trẻ,2,0
62118,Kiến tập sư phạm,2,0
62119,PP TC HD tạo hình cho TE,3,0
62120,PP TC HD âm nhạc cho trẻ em,3,0
62121,PP PT ngôn ngữ cho trẻ em,3,0
62122,PP cho trẻ làm quen với VH TN,3,0
62123,Toán & PP HT BT BD về Toán,3,0
62124,PP & tổ chức TH CT GD MN,2,0
62125,Thực hành sư phạm,6,0
62126,Phòng bệnh & ĐB AT cho trẻ,2,0
62127,PP GDTC cho trẻ em,3,0
62128,Nghề giáo viên mầm non,2,0
62129,Thực tập thi tốt nghiệp,9,0
62130,"LT tổng hợp NN (TLGD,PP,..)",2,0
62131,"Thực hành nghề nghiệp (PPDHT,)",2,0
62132,PT và TC thực hiện CTGD mầm non,2,0
62133,Giáo dục học đại cương,2,0
62134,"LT tổng hợp NN (TL-GD, toán và PPHTBTBĐ về toán)",2,0
62135,"Thực hành NN (TH-PPDH, TV và PPPTLN cho trẻ)",2,0
62136,"LT tổng hợp nghề nghiệp (Tâm lý-Giáo dục,Toán)",2,0
62137,Thực hành NN (PPDH Toán; PPDH TV),2,0
63000,TH Tổ Chức Các HĐ NG Lên Lớp,2,0
630000,Sinh lý trẻ lứa tuổi tiểu học,2,0
630001,Văn học,3,0
630002,Cơ sở LT tập hợp & logic Toán,2,15
630003,Các tập hợp số,2,0
630004,Thủ công - Kỹ thuật,2,0
630005,Tâm lý học lứa tuổi tiểu học và Tâm lý học sư phạm,3,30
630006,Những vấn đề chung của GD học,2,0
630007,Lý luận dạy học TH & LL GD TH,4,0
630008,Tiếng Việt,5,0
630009,Nhạc lý sơ giản,2,0
63001,PTKTDH &UDCNTT Trong DH ở TH,4,0
630010,Vẽ trang trí,2,0
630011,Phương pháp dạy học thủ công kỹ thuật,2,0
630012,Cơ sở Tự nhiên - Xã hội,2,15
630013,Rèn luyện nghiệp vụ sư phạm thường xuyên,1,0
630014,Mĩ thuật và phương pháp dạy học mĩ thuật ở tiểu học,4,0
630015,Đạo đức và PP GDĐĐ ở tiểu học,2,15
630016,Tiếng Việt và phương pháp dạy học Tiếng Việt ở tiểu học 1,4,30
630017,Toán và phương pháp dạy học toán ở tiểu học 1,4,0
630018,Rèn luyện nghiệp vụ sư phạm thường xuyên 2,1,0
630019,Nhập môn lý thuyết xác suất và thống kê toán,2,0
63002,Kiểm Tra Đánh Giá Kết Quả GDTH,2,30
630020,Giáo dục môi trường ở tiểu học,2,0
630021,Phương pháp NC khoa học GD,2,15
630022,PPTCCTĐTNTPHCM;TC các HĐNGLL,3,30
630023,Tiếng Việt và PP DH TV ở TH 2,4,0
630024,Toán và PP dạy học toán ở TH 2,4,0
630025,Thực tập sư phạm 1,2,0
630026,Rèn luyện NVSP thường xuyên 1,1,0
630027,Thể dục & PP dạy học  TD ở TH,4,0
630028,Âm nhạc & PPDH âm nhạc ở TH,4,0
630029,Mĩ thuật & PPDH mĩ thuật ở TH,4,0
63003,PP Dạy Học Toán 2 ở Tiểu Học,4,0
630030,Lý luận dạy học tiểu học và lý luận giáo dục tiểu học,3,30
630031,Tiếng Việt và PPDH TV ở TH 1,3,0
630032,Tiếng Việt và PPDH TV ở TH 2,4,0
630033,Phương pháp dạy học TN-XH,4,0
630034,Rèn luyện nghiệp vụ sư phạm thường xuyên 3,1,0
630035,PTKT d.học&UDCNTT trong DH ởTH,1,0
630036,Tiếng Việt & PPDH TV nâng cao,2,0
630037,Phương pháp nghiên cứu khoa học giáo dục,2,15
630038,Thể dục & PPDH thể dục ở TH,2,0
630039,Âm nhạc& PPDH âm nhạc ở TH,2,0
63004,Đá Cầu & PPDH Đá Cầu,1,0
630040,"Kiểm tra, đánh giá KQ GD ở TH",2,0
630041,PPTC CTĐTNTPHCM&TCHĐN giờ LL,2,0
630042,Quản lý HCNN & Quản lí ngành,2,0
630043,Thực tập sư phạm 2,4,0
630044,Toán và PP DH toán nâng cao,2,0
630045,PPDH tiếng Việt cho HSDT ở TH,3,0
630046,PTKTDH và UDCNTT trong DH ở TH,3,0
630047,PPDH Tiếng Việt cho HSDT ở TH,2,0
630048,TV và PP dạy học TV nâng cao,3,0
630049,Toán và PP DH Toán nâng cao,3,0
63005,Trò Chơi Vận Động & PP DH TCVĐ,1,0
630050,QLHC nhà nước và QL ngành,2,0
